Time (s),Sample Temperature (K),Weight (mg)
278,426.76,4.917
279,426.93,4.916
280,427.10,4.916
281,427.27,4.916
282,427.43,4.916
283,427.59,4.916
284,427.76,4.916
285,427.93,4.916
286,428.10,4.916
287,428.27,4.916
288,428.44,4.916
289,428.60,4.916
290,428.77,4.916
291,428.93,4.916
292,429.10,4.916
293,429.27,4.916
294,429.44,4.915
295,429.61,4.915
296,429.78,4.915
297,429.95,4.915
298,430.11,4.915
299,430.28,4.915
300,430.44,4.915
301,430.60,4.915
302,430.78,4.915
303,430.94,4.915
304,431.12,4.915
305,431.28,4.915
306,431.45,4.915
307,431.62,4.915
308,431.78,4.914
309,431.95,4.914
310,432.11,4.914
311,432.28,4.914
312,432.45,4.914
313,432.62,4.914
314,432.79,4.914
315,432.95,4.914
316,433.12,4.914
317,433.29,4.914
318,433.46,4.914
319,433.62,4.914
320,433.79,4.914
321,433.95,4.913
322,434.12,4.913
323,434.29,4.913
324,434.46,4.913
325,434.63,4.913
326,434.79,4.913
327,434.96,4.913
328,435.13,4.913
329,435.29,4.913
330,435.46,4.913
331,435.63,4.913
332,435.80,4.912
333,435.97,4.912
334,436.14,4.912
335,436.30,4.912
336,436.46,4.912
337,436.63,4.912
338,436.80,4.912
339,436.97,4.912
340,437.14,4.912
341,437.31,4.911
342,437.47,4.911
343,437.64,4.911
344,437.81,4.911
345,437.98,4.911
346,438.14,4.911
347,438.30,4.911
348,438.48,4.911
349,438.64,4.911
350,438.81,4.911
351,438.98,4.910
352,439.15,4.910
353,439.32,4.910
354,439.48,4.910
355,439.65,4.910
356,439.81,4.910
357,439.98,4.910
358,440.15,4.910
359,440.32,4.910
360,440.49,4.909
361,440.66,4.909
362,440.83,4.909
363,440.99,4.909
364,441.15,4.909
365,441.32,4.909
366,441.48,4.909
367,441.65,4.909
368,441.83,4.909
369,441.99,4.908
370,442.16,4.908
371,442.32,4.908
372,442.49,4.908
373,442.66,4.908
374,442.83,4.908
375,442.99,4.908
376,443.16,4.908
377,443.33,4.907
378,443.50,4.907
379,443.66,4.907
380,443.83,4.907
381,443.99,4.907
382,444.16,4.907
383,444.33,4.907
384,444.50,4.906
385,444.68,4.906
386,444.84,4.906
387,445.00,4.906
388,445.16,4.906
389,445.33,4.906
390,445.50,4.906
391,445.68,4.906
392,445.84,4.905
393,446.01,4.905
394,446.17,4.905
395,446.34,4.905
396,446.51,4.905
397,446.67,4.905
398,446.84,4.904
399,447.01,4.904
400,447.18,4.904
401,447.34,4.904
402,447.51,4.904
403,447.68,4.904
404,447.84,4.904
405,448.01,4.903
406,448.18,4.903
407,448.35,4.903
408,448.52,4.903
409,448.69,4.903
410,448.85,4.903
411,449.01,4.902
412,449.18,4.902
413,449.35,4.902
414,449.52,4.902
415,449.69,4.902
416,449.86,4.902
417,450.03,4.901
418,450.19,4.901
419,450.36,4.901
420,450.52,4.901
421,450.69,4.901
422,450.85,4.901
423,451.02,4.900
424,451.20,4.900
425,451.36,4.900
426,451.53,4.900
427,451.70,4.900
428,451.86,4.899
429,452.02,4.899
430,452.19,4.899
431,452.37,4.899
432,452.53,4.899
433,452.70,4.899
434,452.87,4.898
435,453.03,4.898
436,453.20,4.898
437,453.37,4.898
438,453.54,4.898
439,453.71,4.897
440,453.87,4.897
441,454.04,4.897
442,454.20,4.897
443,454.37,4.897
444,454.54,4.896
445,454.71,4.896
446,454.88,4.896
447,455.04,4.896
448,455.21,4.895
449,455.38,4.895
450,455.55,4.895
451,455.71,4.895
452,455.88,4.895
453,456.05,4.894
454,456.21,4.894
455,456.38,4.894
456,456.55,4.894
457,456.71,4.893
458,456.89,4.893
459,457.05,4.893
460,457.22,4.893
461,457.39,4.893
462,457.56,4.892
463,457.71,4.892
464,457.88,4.892
465,458.05,4.892
466,458.22,4.891
467,458.39,4.891
468,458.56,4.891
469,458.72,4.891
470,458.89,4.890
471,459.05,4.890
472,459.23,4.890
473,459.39,4.890
474,459.56,4.889
475,459.72,4.889
476,459.89,4.889
477,460.06,4.889
478,460.23,4.888
479,460.40,4.888
480,460.56,4.888
481,460.73,4.888
482,460.89,4.887
483,461.07,4.887
484,461.24,4.887
485,461.40,4.887
486,461.57,4.886
487,461.73,4.886
488,461.90,4.886
489,462.06,4.885
490,462.24,4.885
491,462.41,4.885
492,462.58,4.885
493,462.75,4.884
494,462.90,4.884
495,463.07,4.884
496,463.24,4.884
497,463.41,4.883
498,463.58,4.883
499,463.75,4.883
500,463.92,4.882
501,464.08,4.882
502,464.24,4.882
503,464.41,4.881
504,464.58,4.881
505,464.75,4.881
506,464.92,4.881
507,465.08,4.880
508,465.25,4.880
509,465.41,4.880
510,465.59,4.879
511,465.75,4.879
512,465.92,4.879
513,466.09,4.878
514,466.25,4.878
515,466.42,4.878
516,466.59,4.877
517,466.76,4.877
518,466.92,4.877
519,467.09,4.876
520,467.26,4.876
521,467.43,4.876
522,467.60,4.875
523,467.76,4.875
524,467.93,4.875
525,468.09,4.874
526,468.26,4.874
527,468.43,4.874
528,468.60,4.873
529,468.77,4.873
530,468.93,4.873
531,469.10,4.872
532,469.26,4.872
533,469.43,4.872
534,469.60,4.871
535,469.77,4.871
536,469.94,4.871
537,470.10,4.870
538,470.27,4.870
539,470.44,4.869
540,470.60,4.869
541,470.77,4.869
542,470.94,4.868
543,471.11,4.868
544,471.27,4.868
545,471.44,4.867
546,471.61,4.867
547,471.78,4.866
548,471.94,4.866
549,472.11,4.866
550,472.28,4.865
551,472.45,4.865
552,472.61,4.864
553,472.78,4.864
554,472.95,4.864
555,473.11,4.863
556,473.28,4.863
557,473.45,4.862
558,473.62,4.862
559,473.79,4.862
560,473.95,4.861
561,474.12,4.861
562,474.28,4.860
563,474.45,4.860
564,474.62,4.860
565,474.79,4.859
566,474.96,4.859
567,475.12,4.858
568,475.29,4.858
569,475.46,4.857
570,475.63,4.857
571,475.80,4.857
572,475.96,4.856
573,476.12,4.856
574,476.29,4.855
575,476.46,4.855
576,476.63,4.854
577,476.80,4.854
578,476.97,4.854
579,477.13,4.853
580,477.29,4.853
581,477.46,4.852
582,477.63,4.852
583,477.80,4.851
584,477.97,4.851
585,478.14,4.850
586,478.30,4.850
587,478.47,4.850
588,478.64,4.849
589,478.81,4.849
590,478.97,4.848
591,479.14,4.848
592,479.30,4.847
593,479.47,4.847
594,479.64,4.846
595,479.81,4.846
596,479.98,4.845
597,480.15,4.845
598,480.31,4.844
599,480.48,4.844
600,480.64,4.843
601,480.81,4.843
602,480.98,4.842
603,481.14,4.842
604,481.32,4.841
605,481.48,4.841
606,481.64,4.840
607,481.81,4.840
608,481.98,4.839
609,482.15,4.839
610,482.32,4.838
611,482.49,4.838
612,482.65,4.837
613,482.82,4.837
614,482.98,4.836
615,483.15,4.836
616,483.32,4.835
617,483.49,4.835
618,483.66,4.834
619,483.83,4.834
620,483.99,4.833
621,484.15,4.833
622,484.32,4.832
623,484.49,4.832
624,484.66,4.831
625,484.83,4.831
626,485.00,4.830
627,485.16,4.830
628,485.33,4.829
629,485.49,4.829
630,485.66,4.828
631,485.83,4.828
632,486.00,4.827
633,486.17,4.827
634,486.33,4.826
635,486.50,4.825
636,486.67,4.825
637,486.84,4.824
638,487.00,4.824
639,487.17,4.823
640,487.33,4.823
641,487.50,4.822
642,487.67,4.822
643,487.84,4.821
644,488.01,4.820
645,488.18,4.820
646,488.35,4.819
647,488.51,4.819
648,488.67,4.818
649,488.84,4.818
650,489.01,4.817
651,489.18,4.817
652,489.35,4.816
653,489.52,4.815
654,489.68,4.815
655,489.84,4.814
656,490.01,4.814
657,490.18,4.813
658,490.35,4.813
659,490.51,4.812
660,490.68,4.811
661,490.85,4.811
662,491.02,4.810
663,491.18,4.810
664,491.35,4.809
665,491.52,4.809
666,491.69,4.808
667,491.85,4.807
668,492.02,4.807
669,492.19,4.806
670,492.36,4.806
671,492.53,4.805
672,492.69,4.804
673,492.86,4.804
674,493.03,4.803
675,493.20,4.803
676,493.36,4.802
677,493.53,4.801
678,493.69,4.801
679,493.86,4.800
680,494.03,4.800
681,494.20,4.799
682,494.37,4.798
683,494.54,4.798
684,494.70,4.797
685,494.86,4.797
686,495.04,4.796
687,495.20,4.795
688,495.37,4.795
689,495.53,4.794
690,495.70,4.793
691,495.87,4.793
692,496.04,4.792
693,496.21,4.791
694,496.37,4.791
695,496.53,4.790
696,496.70,4.790
697,496.87,4.789
698,497.04,4.788
699,497.21,4.788
700,497.38,4.787
701,497.55,4.786
702,497.71,4.786
703,497.87,4.785
704,498.04,4.784
705,498.21,4.784
706,498.39,4.783
707,498.55,4.782
708,498.72,4.782
709,498.88,4.781
710,499.05,4.781
711,499.21,4.780
712,499.38,4.779
713,499.55,4.779
714,499.72,4.778
715,499.89,4.777
716,500.06,4.777
717,500.22,4.776
718,500.38,4.775
719,500.55,4.775
720,500.72,4.774
721,500.89,4.773
722,501.06,4.773
723,501.23,4.772
724,501.39,4.771
725,501.56,4.771
726,501.72,4.770
727,501.90,4.769
728,502.06,4.769
729,502.23,4.768
730,502.40,4.767
731,502.57,4.767
732,502.73,4.766
733,502.90,4.765
734,503.07,4.764
735,503.24,4.764
736,503.41,4.763
737,503.57,4.762
738,503.73,4.762
739,503.91,4.761
740,504.07,4.760
741,504.23,4.760
742,504.40,4.759
743,504.57,4.758
744,504.74,4.757
745,504.91,4.757
746,505.07,4.756
747,505.25,4.755
748,505.41,4.755
749,505.58,4.754
750,505.74,4.753
751,505.91,4.752
752,506.08,4.752
753,506.25,4.751
754,506.41,4.750
755,506.58,4.750
756,506.75,4.749
757,506.91,4.748
758,507.08,4.747
759,507.25,4.747
760,507.42,4.746
761,507.58,4.745
762,507.75,4.744
763,507.92,4.744
764,508.09,4.743
765,508.25,4.742
766,508.42,4.741
767,508.59,4.741
768,508.75,4.740
769,508.92,4.739
770,509.09,4.738
771,509.26,4.738
772,509.43,4.737
773,509.59,4.736
774,509.75,4.735
775,509.93,4.735
776,510.09,4.734
777,510.26,4.733
778,510.43,4.732
779,510.60,4.731
780,510.76,4.731
781,510.92,4.730
782,511.09,4.729
783,511.26,4.728
784,511.43,4.727
785,511.61,4.727
786,511.77,4.726
787,511.94,4.725
788,512.10,4.724
789,512.27,4.723
790,512.43,4.723
791,512.60,4.722
792,512.77,4.721
793,512.94,4.720
794,513.11,4.719
795,513.27,4.718
796,513.44,4.718
797,513.61,4.717
798,513.77,4.716
799,513.94,4.715
800,514.11,4.714
801,514.28,4.713
802,514.45,4.712
803,514.61,4.712
804,514.78,4.711
805,514.95,4.710
806,515.12,4.709
807,515.28,4.708
808,515.45,4.707
809,515.61,4.706
810,515.78,4.705
811,515.95,4.704
812,516.12,4.704
813,516.29,4.703
814,516.45,4.702
815,516.62,4.701
816,516.79,4.700
817,516.96,4.699
818,517.12,4.698
819,517.29,4.697
820,517.45,4.696
821,517.62,4.695
822,517.79,4.695
823,517.96,4.694
824,518.12,4.693
825,518.29,4.692
826,518.46,4.691
827,518.63,4.690
828,518.79,4.689
829,518.96,4.688
830,519.13,4.687
831,519.29,4.686
832,519.46,4.685
833,519.63,4.684
834,519.80,4.683
835,519.97,4.682
836,520.13,4.681
837,520.30,4.680
838,520.47,4.679
839,520.64,4.678
840,520.80,4.677
841,520.97,4.676
842,521.13,4.675
843,521.31,4.674
844,521.47,4.673
845,521.64,4.672
846,521.81,4.671
847,521.97,4.670
848,522.14,4.669
849,522.31,4.668
850,522.47,4.667
851,522.64,4.666
852,522.80,4.665
853,522.97,4.664
854,523.15,4.663
855,523.32,4.662
856,523.48,4.660
857,523.65,4.659
858,523.81,4.658
859,523.98,4.657
860,524.15,4.656
861,524.32,4.655
862,524.48,4.654
863,524.65,4.653
864,524.81,4.652
865,524.98,4.650
866,525.15,4.649
867,525.32,4.648
868,525.49,4.647
869,525.65,4.646
870,525.81,4.645
871,525.98,4.644
872,526.15,4.642
873,526.32,4.641
874,526.49,4.640
875,526.66,4.639
876,526.82,4.638
877,526.99,4.636
878,527.16,4.635
879,527.32,4.634
880,527.49,4.633
881,527.66,4.632
882,527.83,4.630
883,528.00,4.629
884,528.17,4.628
885,528.34,4.627
886,528.50,4.625
887,528.66,4.624
888,528.83,4.623
889,529.00,4.622
890,529.17,4.620
891,529.34,4.619
892,529.50,4.618
893,529.67,4.617
894,529.83,4.615
895,530.01,4.614
896,530.18,4.613
897,530.34,4.611
898,530.50,4.610
899,530.67,4.609
900,530.84,4.607
901,531.01,4.606
902,531.18,4.605
903,531.34,4.603
904,531.50,4.602
905,531.67,4.601
906,531.85,4.599
907,532.01,4.598
908,532.18,4.597
909,532.35,4.595
910,532.51,4.594
911,532.68,4.593
912,532.85,4.591
913,533.01,4.590
914,533.19,4.588
915,533.35,4.587
916,533.52,4.585
917,533.69,4.584
918,533.85,4.583
919,534.02,4.581
920,534.18,4.580
921,534.35,4.578
922,534.52,4.577
923,534.69,4.575
924,534.85,4.574
925,535.02,4.572
926,535.19,4.571
927,535.36,4.570
928,535.53,4.568
929,535.69,4.567
930,535.86,4.565
931,536.03,4.564
932,536.20,4.562
933,536.37,4.561
934,536.53,4.559
935,536.69,4.557
936,536.86,4.556
937,537.03,4.554
938,537.20,4.553
939,537.37,4.551
940,537.53,4.550
941,537.70,4.548
942,537.87,4.546
943,538.04,4.545
944,538.20,4.543
945,538.37,4.542
946,538.53,4.540
947,538.70,4.539
948,538.87,4.537
949,539.04,4.536
950,539.21,4.534
951,539.37,4.533
952,539.54,4.531
953,539.71,4.529
954,539.88,4.528
955,540.04,4.526
956,540.21,4.525
957,540.38,4.523
958,540.55,4.521
959,540.71,4.520
960,540.88,4.518
961,541.04,4.516
962,541.21,4.515
963,541.38,4.513
964,541.55,4.511
965,541.72,4.509
966,541.88,4.508
967,542.05,4.506
968,542.21,4.504
969,542.38,4.503
970,542.56,4.501
971,542.73,4.499
972,542.89,4.497
973,543.05,4.496
974,543.22,4.494
975,543.38,4.492
976,543.55,4.491
977,543.72,4.489
978,543.89,4.487
979,544.06,4.485
980,544.23,4.484
981,544.40,4.482
982,544.56,4.480
983,544.72,4.478
984,544.89,4.477
985,545.07,4.475
986,545.24,4.473
987,545.40,4.471
988,545.56,4.470
989,545.73,4.468
990,545.90,4.466
991,546.06,4.464
992,546.24,4.462
993,546.40,4.461
994,546.57,4.459
995,546.73,4.457
996,546.90,4.455
997,547.07,4.453
998,547.24,4.452
999,547.41,4.450
1000,547.57,4.448
1001,547.74,4.446
1002,547.90,4.444
1003,548.07,4.442
1004,548.24,4.441
1005,548.41,4.439
1006,548.57,4.437
1007,548.74,4.435
1008,548.91,4.433
1009,549.08,4.431
1010,549.25,4.429
1011,549.42,4.427
1012,549.58,4.425
1013,549.74,4.424
1014,549.91,4.422
1015,550.08,4.420
1016,550.26,4.418
1017,550.42,4.416
1018,550.58,4.414
1019,550.74,4.412
1020,550.91,4.410
1021,551.08,4.408
1022,551.25,4.406
1023,551.42,4.405
1024,551.58,4.403
1025,551.75,4.401
1026,551.92,4.399
1027,552.09,4.397
1028,552.25,4.395
1029,552.42,4.393
1030,552.59,4.391
1031,552.76,4.389
1032,552.92,4.387
1033,553.09,4.385
1034,553.26,4.383
1035,553.43,4.381
1036,553.59,4.379
1037,553.76,4.377
1038,553.93,4.375
1039,554.10,4.373
1040,554.26,4.371
1041,554.43,4.369
1042,554.60,4.367
1043,554.77,4.365
1044,554.93,4.363
1045,555.10,4.361
1046,555.27,4.359
1047,555.44,4.357
1048,555.60,4.355
1049,555.77,4.353
1050,555.93,4.351
1051,556.10,4.349
1052,556.27,4.347
1053,556.44,4.345
1054,556.60,4.343
1055,556.77,4.341
1056,556.94,4.338
1057,557.11,4.336
1058,557.29,4.334
1059,557.45,4.332
1060,557.61,4.330
1061,557.77,4.328
1062,557.94,4.326
1063,558.11,4.324
1064,558.28,4.322
1065,558.45,4.320
1066,558.61,4.318
1067,558.78,4.316
1068,558.95,4.314
1069,559.11,4.312
1070,559.28,4.310
1071,559.45,4.307
1072,559.62,4.305
1073,559.78,4.303
1074,559.95,4.301
1075,560.12,4.299
1076,560.28,4.297
1077,560.45,4.295
1078,560.62,4.293
1079,560.79,4.290
1080,560.96,4.288
1081,561.12,4.286
1082,561.28,4.284
1083,561.46,4.282
1084,561.63,4.280
1085,561.80,4.278
1086,561.97,4.275
1087,562.12,4.273
1088,562.29,4.271
1089,562.45,4.269
1090,562.63,4.267
1091,562.80,4.265
1092,562.97,4.263
1093,563.13,4.260
1094,563.29,4.258
1095,563.46,4.256
1096,563.63,4.254
1097,563.81,4.252
1098,563.97,4.250
1099,564.13,4.247
1100,564.30,4.245
1101,564.47,4.243
1102,564.63,4.241
1103,564.81,4.239
1104,564.97,4.236
1105,565.14,4.234
1106,565.31,4.232
1107,565.48,4.230
1108,565.64,4.228
1109,565.80,4.225
1110,565.97,4.223
1111,566.14,4.221
1112,566.31,4.219
1113,566.48,4.217
1114,566.64,4.214
1115,566.81,4.212
1116,566.97,4.210
1117,567.14,4.207
1118,567.31,4.205
1119,567.48,4.203
1120,567.65,4.201
1121,567.82,4.198
1122,567.98,4.196
1123,568.15,4.194
1124,568.31,4.192
1125,568.48,4.189
1126,568.65,4.187
1127,568.82,4.185
1128,568.99,4.183
1129,569.15,4.180
1130,569.32,4.178
1131,569.49,4.176
1132,569.66,4.174
1133,569.83,4.171
1134,569.99,4.169
1135,570.16,4.167
1136,570.33,4.165
1137,570.49,4.162
1138,570.66,4.160
1139,570.83,4.158
1140,571.00,4.155
1141,571.16,4.153
1142,571.33,4.151
1143,571.50,4.149
1144,571.66,4.146
1145,571.83,4.144
1146,572.00,4.142
1147,572.17,4.139
1148,572.33,4.137
1149,572.50,4.135
1150,572.66,4.132
1151,572.83,4.130
1152,573.01,4.128
1153,573.17,4.126
1154,573.33,4.123
1155,573.50,4.121
1156,573.67,4.118
1157,573.84,4.116
1158,574.01,4.114
1159,574.17,4.111
1160,574.34,4.109
1161,574.51,4.107
1162,574.67,4.104
1163,574.84,4.102
1164,575.01,4.100
1165,575.17,4.097
1166,575.34,4.095
1167,575.51,4.093
1168,575.68,4.090
1169,575.84,4.088
1170,576.01,4.085
1171,576.18,4.083
1172,576.34,4.081
1173,576.51,4.078
1174,576.68,4.076
1175,576.85,4.073
1176,577.01,4.071
1177,577.18,4.069
1178,577.35,4.066
1179,577.52,4.064
1180,577.69,4.061
1181,577.85,4.059
1182,578.02,4.057
1183,578.19,4.054
1184,578.36,4.052
1185,578.53,4.049
1186,578.69,4.047
1187,578.86,4.044
1188,579.03,4.042
1189,579.20,4.040
1190,579.36,4.037
1191,579.53,4.035
1192,579.69,4.032
1193,579.86,4.030
1194,580.03,4.027
1195,580.20,4.025
1196,580.36,4.022
1197,580.53,4.020
1198,580.70,4.017
1199,580.87,4.014
1200,581.03,4.012
1201,581.20,4.009
1202,581.37,4.007
1203,581.53,4.004
1204,581.70,4.002
1205,581.87,3.999
1206,582.04,3.997
1207,582.21,3.994
1208,582.37,3.991
1209,582.54,3.989
1210,582.70,3.986
1211,582.87,3.984
1212,583.05,3.981
1213,583.21,3.979
1214,583.37,3.976
1215,583.54,3.973
1216,583.71,3.971
1217,583.87,3.968
1218,584.05,3.965
1219,584.21,3.963
1220,584.38,3.960
1221,584.55,3.958
1222,584.71,3.955
1223,584.88,3.952
1224,585.05,3.950
1225,585.22,3.947
1226,585.38,3.944
1227,585.54,3.942
1228,585.72,3.939
1229,585.88,3.936
1230,586.05,3.934
1231,586.22,3.931
1232,586.39,3.928
1233,586.55,3.925
1234,586.71,3.923
1235,586.89,3.920
1236,587.06,3.917
1237,587.23,3.914
1238,587.39,3.912
1239,587.55,3.909
1240,587.72,3.906
1241,587.89,3.903
1242,588.06,3.901
1243,588.22,3.898
1244,588.39,3.895
1245,588.56,3.892
1246,588.73,3.889
1247,588.90,3.887
1248,589.06,3.884
1249,589.23,3.881
1250,589.40,3.878
1251,589.57,3.875
1252,589.74,3.872
1253,589.90,3.870
1254,590.06,3.867
1255,590.23,3.864
1256,590.40,3.861
1257,590.58,3.858
1258,590.74,3.855
1259,590.90,3.852
1260,591.07,3.849
1261,591.24,3.847
1262,591.41,3.844
1263,591.58,3.841
1264,591.74,3.838
1265,591.90,3.835
1266,592.07,3.832
1267,592.24,3.829
1268,592.41,3.826
1269,592.58,3.823
1270,592.74,3.820
1271,592.91,3.817
1272,593.07,3.814
1273,593.24,3.811
1274,593.41,3.808
1275,593.58,3.805
1276,593.75,3.802
1277,593.91,3.799
1278,594.08,3.796
1279,594.25,3.793
1280,594.41,3.790
1281,594.58,3.786
1282,594.75,3.783
1283,594.92,3.780
1284,595.09,3.777
1285,595.25,3.774
1286,595.42,3.771
1287,595.59,3.768
1288,595.75,3.765
1289,595.92,3.762
1290,596.09,3.758
1291,596.26,3.755
1292,596.43,3.752
1293,596.59,3.749
1294,596.76,3.746
1295,596.93,3.743
1296,597.09,3.739
1297,597.25,3.736
1298,597.43,3.733
1299,597.60,3.730
1300,597.76,3.727
1301,597.93,3.723
1302,598.09,3.720
1303,598.26,3.717
1304,598.43,3.713
1305,598.60,3.710
1306,598.77,3.707
1307,598.93,3.704
1308,599.10,3.700
1309,599.27,3.697
1310,599.44,3.694
1311,599.60,3.690
1312,599.77,3.687
1313,599.94,3.684
1314,600.11,3.680
1315,600.27,3.677
1316,600.43,3.673
1317,600.61,3.670
1318,600.77,3.667
1319,600.95,3.663
1320,601.11,3.660
1321,601.28,3.656
1322,601.44,3.653
1323,601.61,3.650
1324,601.77,3.646
1325,601.95,3.643
1326,602.12,3.639
1327,602.29,3.636
1328,602.45,3.632
1329,602.61,3.629
1330,602.78,3.625
1331,602.95,3.622
1332,603.12,3.618
1333,603.28,3.614
1334,603.45,3.611
1335,603.62,3.607
1336,603.79,3.604
1337,603.95,3.600
1338,604.12,3.596
1339,604.29,3.593
1340,604.46,3.589
1341,604.62,3.586
1342,604.79,3.582
1343,604.96,3.578
1344,605.13,3.575
1345,605.30,3.571
1346,605.46,3.567
1347,605.63,3.564
1348,605.79,3.560
1349,605.96,3.556
1350,606.12,3.552
1351,606.29,3.549
1352,606.46,3.545
1353,606.63,3.541
1354,606.79,3.537
1355,606.96,3.533
1356,607.13,3.530
1357,607.30,3.526
1358,607.46,3.522
