Time (s),Temperature (K),Weight (mg)
333,436.01,4.996
334,436.18,4.996
335,436.35,4.996
336,436.51,4.996
337,436.68,4.996
338,436.84,4.996
339,437.00,4.996
340,437.18,4.995
341,437.35,4.995
342,437.52,4.995
343,437.69,4.995
344,437.86,4.995
345,438.01,4.995
346,438.18,4.995
347,438.34,4.995
348,438.51,4.995
349,438.68,4.995
350,438.86,4.994
351,439.02,4.994
352,439.19,4.994
353,439.36,4.994
354,439.52,4.994
355,439.68,4.994
356,439.85,4.994
357,440.02,4.994
358,440.20,4.994
359,440.36,4.994
360,440.52,4.993
361,440.69,4.993
362,440.86,4.993
363,441.03,4.993
364,441.19,4.993
365,441.36,4.993
366,441.53,4.993
367,441.70,4.993
368,441.87,4.992
369,442.03,4.992
370,442.19,4.992
371,442.36,4.992
372,442.54,4.992
373,442.71,4.992
374,442.87,4.992
375,443.03,4.992
376,443.20,4.992
377,443.36,4.991
378,443.53,4.991
379,443.70,4.991
380,443.88,4.991
381,444.04,4.991
382,444.21,4.991
383,444.37,4.991
384,444.54,4.991
385,444.70,4.990
386,444.88,4.990
387,445.05,4.990
388,445.22,4.990
389,445.38,4.990
390,445.55,4.990
391,445.71,4.990
392,445.88,4.989
393,446.05,4.989
394,446.22,4.989
395,446.39,4.989
396,446.55,4.989
397,446.72,4.989
398,446.88,4.989
399,447.05,4.988
400,447.22,4.988
401,447.39,4.988
402,447.56,4.988
403,447.73,4.988
404,447.89,4.988
405,448.06,4.988
406,448.22,4.987
407,448.39,4.987
408,448.56,4.987
409,448.73,4.987
410,448.89,4.987
411,449.06,4.987
412,449.23,4.987
413,449.39,4.986
414,449.56,4.986
415,449.73,4.986
416,449.90,4.986
417,450.07,4.986
418,450.23,4.986
419,450.40,4.985
420,450.57,4.985
421,450.73,4.985
422,450.89,4.985
423,451.06,4.985
424,451.24,4.985
425,451.41,4.984
426,451.57,4.984
427,451.74,4.984
428,451.90,4.984
429,452.07,4.984
430,452.24,4.984
431,452.41,4.983
432,452.58,4.983
433,452.74,4.983
434,452.91,4.983
435,453.07,4.983
436,453.24,4.982
437,453.41,4.982
438,453.58,4.982
439,453.75,4.982
440,453.91,4.982
441,454.08,4.981
442,454.24,4.981
443,454.41,4.981
444,454.58,4.981
445,454.75,4.981
446,454.92,4.981
447,455.09,4.980
448,455.25,4.980
449,455.42,4.980
450,455.58,4.980
451,455.76,4.980
452,455.93,4.979
453,456.09,4.979
454,456.25,4.979
455,456.42,4.979
456,456.59,4.979
457,456.76,4.978
458,456.93,4.978
459,457.09,4.978
460,457.25,4.978
461,457.43,4.978
462,457.60,4.977
463,457.76,4.977
464,457.93,4.977
465,458.10,4.977
466,458.26,4.976
467,458.43,4.976
468,458.59,4.976
469,458.77,4.976
470,458.94,4.976
471,459.10,4.975
472,459.27,4.975
473,459.43,4.975
474,459.60,4.975
475,459.77,4.974
476,459.94,4.974
477,460.11,4.974
478,460.27,4.974
479,460.44,4.974
480,460.60,4.973
481,460.77,4.973
482,460.94,4.973
483,461.11,4.973
484,461.27,4.972
485,461.44,4.972
486,461.61,4.972
487,461.78,4.972
488,461.94,4.971
489,462.11,4.971
490,462.28,4.971
491,462.45,4.971
492,462.62,4.970
493,462.78,4.970
494,462.95,4.970
495,463.11,4.970
496,463.28,4.969
497,463.45,4.969
498,463.62,4.969
499,463.79,4.969
500,463.95,4.969
501,464.11,4.968
502,464.28,4.968
503,464.45,4.968
504,464.63,4.967
505,464.80,4.967
506,464.96,4.967
507,465.13,4.967
508,465.29,4.966
509,465.45,4.966
510,465.62,4.966
511,465.79,4.966
512,465.97,4.965
513,466.13,4.965
514,466.30,4.965
515,466.46,4.965
516,466.62,4.964
517,466.79,4.964
518,466.97,4.964
519,467.14,4.964
520,467.30,4.963
521,467.46,4.963
522,467.63,4.963
523,467.79,4.962
524,467.96,4.962
525,468.14,4.962
526,468.31,4.962
527,468.48,4.961
528,468.64,4.961
529,468.80,4.961
530,468.97,4.960
531,469.14,4.960
532,469.31,4.960
533,469.47,4.960
534,469.64,4.959
535,469.81,4.959
536,469.98,4.959
537,470.15,4.958
538,470.31,4.958
539,470.48,4.958
540,470.64,4.957
541,470.81,4.957
542,470.98,4.957
543,471.15,4.957
544,471.32,4.956
545,471.48,4.956
546,471.65,4.956
547,471.82,4.955
548,471.98,4.955
549,472.15,4.955
550,472.32,4.954
551,472.49,4.954
552,472.66,4.954
553,472.82,4.953
554,472.99,4.953
555,473.15,4.953
556,473.32,4.953
557,473.49,4.952
558,473.66,4.952
559,473.83,4.952
560,473.99,4.951
561,474.16,4.951
562,474.32,4.951
563,474.49,4.950
564,474.66,4.950
565,474.83,4.950
566,475.00,4.949
567,475.17,4.949
568,475.33,4.949
569,475.49,4.948
570,475.66,4.948
571,475.83,4.947
572,476.00,4.947
573,476.17,4.947
574,476.33,4.946
575,476.50,4.946
576,476.67,4.946
577,476.83,4.945
578,477.00,4.945
579,477.17,4.945
580,477.34,4.944
581,477.51,4.944
582,477.68,4.944
583,477.84,4.943
584,478.01,4.943
585,478.18,4.943
586,478.34,4.942
587,478.51,4.942
588,478.68,4.941
589,478.85,4.941
590,479.02,4.941
591,479.18,4.940
592,479.35,4.940
593,479.51,4.940
594,479.68,4.939
595,479.85,4.939
596,480.02,4.938
597,480.19,4.938
598,480.35,4.938
599,480.51,4.937
600,480.69,4.937
601,480.85,4.937
602,481.02,4.936
603,481.19,4.936
604,481.36,4.935
605,481.53,4.935
606,481.69,4.935
607,481.86,4.934
608,482.02,4.934
609,482.19,4.933
610,482.36,4.933
611,482.53,4.933
612,482.69,4.932
613,482.86,4.932
614,483.03,4.931
615,483.20,4.931
616,483.36,4.931
617,483.53,4.930
618,483.70,4.930
619,483.86,4.929
620,484.03,4.929
621,484.20,4.929
622,484.36,4.928
623,484.53,4.928
624,484.70,4.927
625,484.87,4.927
626,485.03,4.926
627,485.20,4.926
628,485.37,4.926
629,485.54,4.925
630,485.70,4.925
631,485.87,4.924
632,486.04,4.924
633,486.20,4.923
634,486.37,4.923
635,486.53,4.922
636,486.71,4.922
637,486.88,4.922
638,487.05,4.921
639,487.21,4.921
640,487.38,4.920
641,487.55,4.920
642,487.71,4.919
643,487.88,4.919
644,488.05,4.918
645,488.22,4.918
646,488.38,4.917
647,488.55,4.917
648,488.72,4.916
649,488.88,4.915
650,489.05,4.915
651,489.22,4.914
652,489.38,4.914
653,489.55,4.913
654,489.72,4.913
655,489.89,4.912
656,490.05,4.912
657,490.22,4.911
658,490.39,4.910
659,490.56,4.910
660,490.72,4.909
661,490.89,4.909
662,491.06,4.908
663,491.23,4.908
664,491.39,4.907
665,491.56,4.906
666,491.73,4.906
667,491.90,4.905
668,492.07,4.905
669,492.23,4.904
670,492.40,4.904
671,492.56,4.903
672,492.73,4.903
673,492.90,4.902
674,493.07,4.902
675,493.23,4.901
676,493.40,4.901
677,493.57,4.900
678,493.73,4.900
679,493.90,4.899
680,494.07,4.899
681,494.24,4.898
682,494.41,4.897
683,494.57,4.897
684,494.74,4.896
685,494.90,4.896
686,495.08,4.895
687,495.24,4.895
688,495.41,4.894
689,495.58,4.894
690,495.75,4.893
691,495.91,4.893
692,496.08,4.892
693,496.25,4.892
694,496.42,4.891
695,496.58,4.890
696,496.75,4.890
697,496.92,4.889
698,497.08,4.889
699,497.26,4.888
700,497.42,4.888
701,497.59,4.887
702,497.75,4.886
703,497.92,4.886
704,498.09,4.885
705,498.25,4.885
706,498.43,4.884
707,498.59,4.883
708,498.75,4.883
709,498.92,4.882
710,499.08,4.882
711,499.25,4.881
712,499.43,4.881
713,499.59,4.880
714,499.76,4.879
715,499.93,4.879
716,500.09,4.878
717,500.26,4.878
718,500.43,4.877
719,500.60,4.876
720,500.77,4.876
721,500.93,4.875
722,501.10,4.874
723,501.26,4.874
724,501.43,4.873
725,501.60,4.873
726,501.77,4.872
727,501.94,4.871
728,502.11,4.871
729,502.28,4.870
730,502.44,4.869
731,502.60,4.869
732,502.77,4.868
733,502.94,4.867
734,503.11,4.867
735,503.28,4.866
736,503.44,4.865
737,503.61,4.865
738,503.78,4.864
739,503.94,4.863
740,504.11,4.863
741,504.28,4.862
742,504.45,4.861
743,504.61,4.861
744,504.78,4.860
745,504.94,4.859
746,505.11,4.859
747,505.28,4.858
748,505.45,4.857
749,505.62,4.857
750,505.79,4.856
751,505.95,4.855
752,506.11,4.854
753,506.28,4.854
754,506.45,4.853
755,506.62,4.852
756,506.79,4.851
757,506.96,4.851
758,507.12,4.850
759,507.29,4.849
760,507.45,4.848
761,507.62,4.848
762,507.79,4.847
763,507.96,4.846
764,508.13,4.845
765,508.30,4.845
766,508.46,4.844
767,508.62,4.843
768,508.79,4.842
769,508.96,4.841
770,509.13,4.840
771,509.30,4.839
772,509.47,4.838
773,509.63,4.838
774,509.80,4.837
775,509.96,4.836
776,510.13,4.836
777,510.30,4.835
778,510.47,4.834
779,510.64,4.834
780,510.81,4.833
781,510.97,4.832
782,511.13,4.831
783,511.30,4.831
784,511.47,4.830
785,511.64,4.829
786,511.81,4.828
787,511.97,4.827
788,512.14,4.826
789,512.31,4.825
790,512.48,4.824
791,512.65,4.823
792,512.81,4.822
793,512.97,4.821
794,513.15,4.820
795,513.32,4.819
796,513.48,4.818
797,513.65,4.817
798,513.81,4.816
799,513.98,4.815
800,514.15,4.815
801,514.32,4.814
802,514.49,4.813
803,514.66,4.813
804,514.82,4.812
805,514.98,4.811
806,515.15,4.811
807,515.32,4.810
808,515.49,4.809
809,515.65,4.808
810,515.82,4.807
811,515.99,4.806
812,516.16,4.806
813,516.32,4.805
814,516.50,4.804
815,516.66,4.803
816,516.83,4.802
817,517.00,4.801
818,517.16,4.800
819,517.33,4.799
820,517.49,4.798
821,517.66,4.797
822,517.83,4.796
823,518.00,4.795
824,518.17,4.794
825,518.33,4.793
826,518.51,4.792
827,518.67,4.791
828,518.83,4.790
829,519.00,4.789
830,519.17,4.788
831,519.34,4.787
832,519.50,4.786
833,519.67,4.785
834,519.84,4.784
835,520.01,4.783
836,520.18,4.782
837,520.34,4.781
838,520.51,4.780
839,520.68,4.779
840,520.85,4.778
841,521.01,4.776
842,521.17,4.775
843,521.34,4.774
844,521.51,4.773
845,521.67,4.772
846,521.85,4.771
847,522.02,4.770
848,522.18,4.769
849,522.35,4.767
850,522.51,4.766
851,522.68,4.765
852,522.84,4.764
853,523.02,4.763
854,523.19,4.762
855,523.36,4.760
856,523.52,4.759
857,523.69,4.758
858,523.85,4.757
859,524.02,4.756
860,524.19,4.755
861,524.36,4.753
862,524.52,4.752
863,524.69,4.751
864,524.86,4.750
865,525.02,4.749
866,525.19,4.747
867,525.36,4.746
868,525.53,4.745
869,525.70,4.744
870,525.87,4.742
871,526.03,4.741
872,526.20,4.740
873,526.36,4.739
874,526.53,4.737
875,526.69,4.736
876,526.87,4.734
877,527.04,4.733
878,527.20,4.732
879,527.36,4.731
880,527.53,4.729
881,527.70,4.728
882,527.87,4.727
883,528.04,4.725
884,528.21,4.724
885,528.37,4.723
886,528.53,4.722
887,528.70,4.720
888,528.88,4.719
889,529.04,4.717
890,529.21,4.716
891,529.37,4.715
892,529.54,4.713
893,529.71,4.712
894,529.87,4.710
895,530.05,4.709
896,530.21,4.707
897,530.39,4.706
898,530.55,4.704
899,530.71,4.703
900,530.88,4.702
901,531.05,4.700
902,531.21,4.699
903,531.39,4.697
904,531.56,4.695
905,531.72,4.694
906,531.89,4.692
907,532.05,4.690
908,532.22,4.689
909,532.39,4.687
910,532.56,4.686
911,532.72,4.684
912,532.89,4.683
913,533.06,4.681
914,533.22,4.679
915,533.39,4.678
916,533.56,4.676
917,533.72,4.675
918,533.89,4.673
919,534.06,4.672
920,534.23,4.670
921,534.40,4.669
922,534.56,4.667
923,534.73,4.666
924,534.89,4.664
925,535.06,4.662
926,535.24,4.661
927,535.40,4.659
928,535.57,4.657
929,535.73,4.656
930,535.90,4.654
931,536.07,4.652
932,536.24,4.651
933,536.40,4.649
934,536.57,4.647
935,536.74,4.646
936,536.90,4.644
937,537.07,4.642
938,537.24,4.641
939,537.41,4.639
940,537.57,4.637
941,537.74,4.636
942,537.91,4.634
943,538.08,4.632
944,538.24,4.630
945,538.41,4.629
946,538.58,4.627
947,538.74,4.625
948,538.91,4.624
949,539.08,4.622
950,539.25,4.620
951,539.42,4.618
952,539.59,4.616
953,539.75,4.615
954,539.91,4.613
955,540.09,4.611
956,540.26,4.609
957,540.42,4.607
958,540.58,4.606
959,540.75,4.604
960,540.92,4.602
961,541.09,4.600
962,541.26,4.598
963,541.42,4.596
964,541.59,4.595
965,541.76,4.593
966,541.93,4.591
967,542.09,4.589
968,542.26,4.587
969,542.43,4.585
970,542.59,4.583
971,542.76,4.581
972,542.92,4.579
973,543.09,4.578
974,543.27,4.576
975,543.43,4.574
976,543.60,4.572
977,543.76,4.570
978,543.93,4.568
979,544.10,4.567
980,544.27,4.565
981,544.43,4.563
982,544.60,4.561
983,544.77,4.559
984,544.94,4.557
985,545.11,4.555
986,545.27,4.553
987,545.44,4.551
988,545.60,4.549
989,545.77,4.547
990,545.95,4.545
991,546.11,4.543
992,546.27,4.541
993,546.44,4.539
994,546.60,4.537
995,546.77,4.535
996,546.95,4.533
997,547.12,4.531
998,547.28,4.529
999,547.44,4.526
1000,547.61,4.524
1001,547.77,4.522
1002,547.95,4.520
1003,548.11,4.518
1004,548.28,4.516
1005,548.45,4.513
1006,548.62,4.511
1007,548.79,4.509
1008,548.95,4.507
1009,549.12,4.505
1010,549.29,4.502
1011,549.45,4.500
1012,549.62,4.498
1013,549.79,4.496
1014,549.96,4.494
1015,550.12,4.492
1016,550.29,4.489
1017,550.46,4.487
1018,550.63,4.485
1019,550.79,4.483
1020,550.96,4.481
1021,551.12,4.478
1022,551.29,4.476
1023,551.46,4.474
1024,551.63,4.472
1025,551.80,4.469
1026,551.96,4.467
1027,552.13,4.465
1028,552.31,4.463
1029,552.47,4.460
1030,552.63,4.458
1031,552.79,4.456
1032,552.96,4.454
1033,553.13,4.451
1034,553.31,4.449
1035,553.47,4.447
1036,553.64,4.445
1037,553.80,4.442
1038,553.97,4.440
1039,554.14,4.438
1040,554.31,4.435
1041,554.48,4.433
1042,554.64,4.431
1043,554.80,4.428
1044,554.97,4.426
1045,555.15,4.424
1046,555.31,4.421
1047,555.48,4.419
1048,555.64,4.416
1049,555.81,4.414
1050,555.97,4.411
1051,556.15,4.409
1052,556.32,4.407
1053,556.48,4.404
1054,556.65,4.402
1055,556.81,4.399
1056,556.98,4.397
1057,557.15,4.394
1058,557.32,4.392
1059,557.49,4.389
1060,557.65,4.387
1061,557.82,4.385
1062,557.99,4.382
1063,558.15,4.380
1064,558.32,4.377
1065,558.49,4.375
1066,558.66,4.372
1067,558.82,4.370
1068,558.99,4.367
1069,559.15,4.365
1070,559.32,4.362
1071,559.49,4.360
1072,559.66,4.357
1073,559.83,4.355
1074,559.99,4.352
1075,560.16,4.349
1076,560.33,4.347
1077,560.49,4.344
1078,560.66,4.342
1079,560.83,4.339
1080,561.00,4.336
1081,561.16,4.334
1082,561.33,4.331
1083,561.50,4.329
1084,561.67,4.326
1085,561.83,4.323
1086,562.00,4.321
1087,562.17,4.318
1088,562.34,4.315
1089,562.50,4.313
1090,562.67,4.310
1091,562.84,4.307
1092,563.00,4.305
1093,563.17,4.302
1094,563.34,4.299
1095,563.51,4.297
1096,563.68,4.294
1097,563.84,4.291
1098,564.01,4.288
1099,564.17,4.286
1100,564.34,4.283
1101,564.51,4.280
1102,564.68,4.277
1103,564.84,4.275
1104,565.01,4.272
1105,565.18,4.269
1106,565.35,4.266
1107,565.51,4.264
1108,565.68,4.261
1109,565.85,4.258
1110,566.02,4.255
1111,566.18,4.252
1112,566.35,4.249
1113,566.52,4.247
1114,566.69,4.244
1115,566.86,4.241
1116,567.02,4.238
1117,567.19,4.235
1118,567.36,4.232
1119,567.52,4.229
1120,567.69,4.226
1121,567.86,4.223
1122,568.03,4.221
1123,568.19,4.218
1124,568.36,4.215
1125,568.52,4.212
1126,568.69,4.209
1127,568.87,4.206
1128,569.03,4.203
1129,569.20,4.200
1130,569.36,4.197
1131,569.52,4.194
1132,569.70,4.191
1133,569.86,4.188
1134,570.03,4.185
1135,570.20,4.182
1136,570.36,4.179
1137,570.53,4.176
1138,570.70,4.173
1139,570.87,4.170
1140,571.04,4.167
1141,571.21,4.163
1142,571.37,4.160
1143,571.53,4.157
1144,571.70,4.154
1145,571.87,4.151
1146,572.05,4.148
1147,572.21,4.145
1148,572.38,4.142
1149,572.54,4.138
1150,572.71,4.135
1151,572.88,4.132
1152,573.05,4.129
1153,573.21,4.126
1154,573.38,4.123
1155,573.54,4.119
1156,573.71,4.116
1157,573.87,4.113
1158,574.05,4.110
1159,574.22,4.106
1160,574.38,4.103
1161,574.55,4.100
1162,574.72,4.097
1163,574.88,4.093
1164,575.05,4.090
1165,575.22,4.087
1166,575.38,4.083
1167,575.55,4.080
1168,575.72,4.077
1169,575.89,4.073
1170,576.06,4.070
1171,576.23,4.067
1172,576.39,4.063
1173,576.55,4.060
1174,576.72,4.056
1175,576.90,4.053
1176,577.06,4.049
1177,577.23,4.046
1178,577.39,4.042
1179,577.56,4.039
1180,577.73,4.035
1181,577.90,4.032
1182,578.06,4.028
1183,578.23,4.025
1184,578.40,4.021
1185,578.56,4.018
1186,578.73,4.014
1187,578.90,4.011
1188,579.07,4.007
1189,579.23,4.003
1190,579.40,4.000
1191,579.57,3.996
1192,579.74,3.992
1193,579.90,3.989
1194,580.07,3.985
1195,580.24,3.981
1196,580.40,3.978
1197,580.57,3.974
1198,580.74,3.970
1199,580.91,3.966
1200,581.07,3.963
1201,581.24,3.959
1202,581.41,3.955
1203,581.58,3.951
1204,581.74,3.947
1205,581.91,3.943
1206,582.08,3.940
1207,582.25,3.936
1208,582.41,3.932
1209,582.58,3.928
1210,582.75,3.924
1211,582.92,3.920
1212,583.08,3.916
1213,583.25,3.912
1214,583.41,3.908
1215,583.58,3.904
1216,583.75,3.900
1217,583.92,3.896
1218,584.09,3.892
1219,584.25,3.888
1220,584.42,3.884
1221,584.58,3.880
1222,584.75,3.875
1223,584.92,3.871
1224,585.09,3.867
1225,585.26,3.863
1226,585.43,3.859
1227,585.59,3.854
1228,585.76,3.850
1229,585.92,3.846
1230,586.09,3.842
1231,586.26,3.837
1232,586.43,3.833
1233,586.60,3.829
1234,586.76,3.824
1235,586.93,3.820
1236,587.10,3.816
1237,587.27,3.811
1238,587.43,3.807
1239,587.60,3.802
1240,587.76,3.798
1241,587.93,3.793
1242,588.10,3.789
1243,588.27,3.784
1244,588.44,3.780
1245,588.60,3.775
1246,588.77,3.771
1247,588.94,3.766
1248,589.11,3.762
1249,589.27,3.757
1250,589.44,3.752
1251,589.61,3.748
1252,589.77,3.743
1253,589.94,3.738
1254,590.11,3.733
1255,590.28,3.729
1256,590.45,3.724
1257,590.61,3.719
1258,590.78,3.714
1259,590.95,3.709
1260,591.11,3.704
1261,591.28,3.699
1262,591.45,3.694
1263,591.62,3.689
1264,591.78,3.685
1265,591.95,3.680
1266,592.11,3.674
1267,592.28,3.669
1268,592.45,3.664
1269,592.62,3.659
1270,592.79,3.654
1271,592.95,3.649
1272,593.12,3.644
1273,593.29,3.639
1274,593.46,3.633
1275,593.63,3.628
1276,593.79,3.623
1277,593.96,3.618
1278,594.12,3.612
1279,594.29,3.607
1280,594.46,3.602
1281,594.63,3.596
1282,594.79,3.591
1283,594.96,3.585
1284,595.13,3.580
1285,595.30,3.574
1286,595.46,3.569
1287,595.63,3.563
1288,595.80,3.558
1289,595.96,3.552
1290,596.13,3.547
1291,596.30,3.541
1292,596.46,3.535
1293,596.63,3.530
1294,596.80,3.524
1295,596.97,3.518
1296,597.13,3.512
1297,597.30,3.506
1298,597.47,3.501
1299,597.64,3.495
1300,597.81,3.489
1301,597.98,3.483
1302,598.14,3.477
1303,598.30,3.471
1304,598.47,3.465
1305,598.64,3.459
1306,598.81,3.453
1307,598.97,3.447
1308,599.14,3.440
1309,599.31,3.434
1310,599.48,3.428
1311,599.65,3.422
1312,599.81,3.416
1313,599.98,3.409
1314,600.15,3.403
1315,600.31,3.396
1316,600.48,3.390
1317,600.65,3.384
1318,600.82,3.377
1319,600.98,3.371
1320,601.15,3.364
1321,601.31,3.357
1322,601.48,3.351
1323,601.65,3.344
1324,601.82,3.337
1325,601.99,3.331
1326,602.15,3.324
1327,602.32,3.317
1328,602.49,3.310
1329,602.66,3.303
1330,602.83,3.296
1331,602.99,3.289
1332,603.16,3.282
1333,603.33,3.275
1334,603.50,3.268
1335,603.67,3.261
1336,603.83,3.254
1337,603.99,3.247
1338,604.16,3.239
1339,604.33,3.232
1340,604.49,3.225
1341,604.66,3.217
1342,604.84,3.210
1343,605.00,3.202
1344,605.16,3.195
1345,605.33,3.187
1346,605.50,3.179
1347,605.67,3.172
1348,605.84,3.164
1349,606.00,3.156
1350,606.17,3.148
1351,606.34,3.140
1352,606.50,3.132
1353,606.67,3.124
1354,606.84,3.116
1355,607.01,3.108
1356,607.18,3.099
1357,607.34,3.091
1358,607.51,3.083
1359,607.68,3.074
